age,workclass,education-num,occupation,sex,capital-gain,capital-loss,hours-per-week,income
33,Private,4,Craft-repair,Male,0,0,40,low
51,Self-emp-not-inc,9,Transport-moving,Male,0,0,35,high
35,Private,9,Handlers-cleaners,Male,0,0,40,low
33,Private,9,Tech-support,Male,0,0,40,low
20,Private,5,Adm-clerical,Female,114,0,20,low
27,Private,11,Adm-clerical,Female,0,0,35,low
24,Private,9,Transport-moving,Male,0,0,30,low
38,Private,5,Farming-fishing,Male,0,0,54,low
39,Private,10,Craft-repair,Male,0,0,45,low
35,Private,14,Prof-specialty,Male,0,1564,40,high
31,Private,4,Transport-moving,Male,0,0,20,low
38,Private,13,Prof-specialty,Male,0,0,50,low
24,Private,9,Sales,Female,0,0,20,low
55,Private,5,Sales,Male,0,0,45,low
23,Private,12,Sales,Female,0,0,40,low
37,Private,10,Machine-op-inspct,Male,0,0,40,low
18,Private,7,Other-service,Male,0,0,30,low
36,Private,12,Craft-repair,Male,0,0,45,low
53,Private,8,Handlers-cleaners,Male,0,0,56,low
40,Private,10,Craft-repair,Male,0,0,40,low
31,Private,9,Transport-moving,Female,0,0,30,low
56,Private,13,Prof-specialty,Male,0,0,45,high
26,Local-gov,10,Protective-serv,Male,0,0,40,low
46,Local-gov,13,Prof-specialty,Male,3103,0,50,high
49,Private,10,Machine-op-inspct,Female,0,0,35,low
80,Private,9,Handlers-cleaners,Male,0,0,30,low
20,Private,10,Sales,Female,0,0,2,low
23,Private,10,Adm-clerical,Male,0,0,22,low
19,Private,9,Prof-specialty,Female,0,0,40,low
32,Private,12,Prof-specialty,Male,0,2002,42,low
30,Private,11,Machine-op-inspct,Male,0,0,40,high
51,Private,13,Exec-managerial,Male,0,0,40,high
27,Private,10,Machine-op-inspct,Female,0,0,40,low
31,State-gov,16,Prof-specialty,Male,0,1977,70,high
78,Self-emp-not-inc,10,Craft-repair,Male,0,0,3,high
51,?,9,?,Male,0,0,20,high
56,Private,3,Other-service,Male,0,0,40,low
27,Private,14,Prof-specialty,Male,0,0,40,high
43,Local-gov,15,Prof-specialty,Male,15024,0,45,high
24,Private,11,Tech-support,Female,0,0,40,low
50,Private,9,Other-service,Female,0,0,40,low
44,Local-gov,10,Exec-managerial,Male,0,0,38,high
59,Private,9,Machine-op-inspct,Male,0,0,40,high
46,Federal-gov,7,Other-service,Male,0,0,40,low
56,Private,9,Other-service,Male,0,0,50,low
41,Local-gov,11,Craft-repair,Male,0,0,40,low
45,State-gov,9,Other-service,Male,0,0,40,low
27,Private,6,Other-service,Male,0,0,60,low
47,Private,4,Machine-op-inspct,Female,0,0,35,low
33,Self-emp-not-inc,13,Exec-managerial,Male,0,0,40,high
36,Private,7,Craft-repair,Male,0,0,40,low
40,Private,10,Other-service,Female,0,0,8,low
42,Private,9,Transport-moving,Male,0,0,40,low
20,?,10,?,Female,0,0,15,low
20,Private,7,Transport-moving,Male,0,0,40,low
54,Local-gov,13,Prof-specialty,Male,0,0,50,low
17,State-gov,6,Other-service,Male,0,0,30,low
49,Private,13,Craft-repair,Male,0,0,60,low
17,?,7,?,Female,0,0,20,low
71,Self-emp-not-inc,9,Farming-fishing,Male,1731,0,5,low
47,Private,10,Adm-clerical,Female,0,0,40,low
59,Private,16,Sales,Male,0,0,40,low
66,Private,14,Prof-specialty,Male,2936,0,20,low
30,Private,9,Adm-clerical,Male,0,0,40,low
84,?,10,?,Female,0,0,6,low
49,Private,13,Exec-managerial,Female,0,0,40,low
24,Private,9,Sales,Female,0,0,48,low
51,Private,9,Sales,Female,0,0,38,low
31,Private,6,Machine-op-inspct,Male,0,0,40,low
38,Private,11,Handlers-cleaners,Male,0,0,50,low
31,Private,9,Transport-moving,Male,0,0,40,low
24,Private,9,Adm-clerical,Male,3137,0,40,low
40,Self-emp-not-inc,13,Craft-repair,Male,0,0,50,low
56,Private,9,Sales,Female,0,0,15,low
34,Private,13,Other-service,Male,0,0,30,high
32,Private,11,Tech-support,Male,0,0,40,low
19,Private,9,Adm-clerical,Female,0,0,40,low
52,Private,9,Farming-fishing,Male,0,0,20,low
46,Private,5,Machine-op-inspct,Male,0,0,40,low
39,Self-emp-not-inc,10,Farming-fishing,Male,0,0,60,low
19,Private,10,Sales,Female,0,0,30,low
29,Private,10,Craft-repair,Male,0,0,40,low
38,Private,9,Transport-moving,Male,0,0,50,low
48,Private,10,Sales,Male,0,0,60,high
63,Private,10,Prof-specialty,Male,0,0,38,low
53,?,9,?,Male,0,0,40,high
21,?,10,?,Male,0,0,40,low
30,Private,5,Machine-op-inspct,Male,0,0,40,low
73,Private,9,Protective-serv,Male,0,0,30,low
47,Local-gov,12,Adm-clerical,Female,0,0,40,low
36,Private,12,Prof-specialty,Male,0,0,48,high
49,Private,11,Adm-clerical,Male,0,0,40,low
33,Private,10,Other-service,Female,0,0,28,low
47,Private,13,Exec-managerial,Male,2885,0,65,low
19,?,9,?,Female,0,0,40,low
23,Private,6,Craft-repair,Male,0,0,44,low
38,State-gov,15,Prof-specialty,Male,7688,0,40,high
57,?,13,?,Male,0,0,8,low
50,Private,6,Adm-clerical,Female,0,0,47,low
35,State-gov,9,Other-service,Male,0,0,40,low
27,Private,13,Adm-clerical,Male,0,0,40,low
29,Private,10,Other-service,Female,0,0,40,low
25,Private,9,Craft-repair,Male,0,0,40,low
40,Private,10,Machine-op-inspct,Male,0,0,40,low
37,Private,10,Adm-clerical,Female,0,0,35,low
49,Private,10,Craft-repair,Male,0,0,30,low
68,Self-emp-inc,9,Other-service,Female,0,0,15,low
29,Private,10,Craft-repair,Male,0,0,45,low
38,Private,11,Craft-repair,Female,0,0,40,low
44,Private,10,Craft-repair,Male,0,0,65,low
46,Private,13,Sales,Male,8614,0,40,high
56,Federal-gov,13,Adm-clerical,Male,0,0,40,low
38,Self-emp-not-inc,13,Other-service,Male,0,0,10,low
75,Self-emp-inc,7,Exec-managerial,Male,0,0,50,low
58,Private,9,Farming-fishing,Male,0,0,53,high
29,Private,11,Adm-clerical,Female,0,0,40,low
37,Private,15,Prof-specialty,Male,0,0,60,high
54,Self-emp-not-inc,13,Craft-repair,Male,0,0,50,low
50,Private,10,Craft-repair,Male,4650,0,22,low
25,Private,10,Adm-clerical,Male,0,0,30,low
26,Private,13,Sales,Male,0,0,45,low
54,Private,14,Exec-managerial,Male,0,0,45,high
18,Private,7,Craft-repair,Male,0,0,20,low
19,Private,9,Craft-repair,Female,0,0,40,low
27,?,10,?,Male,0,0,5,low
59,Private,13,Craft-repair,Male,0,0,4,low
43,Private,10,Adm-clerical,Female,0,0,40,low
45,Self-emp-inc,13,Exec-managerial,Female,99999,0,25,high
42,State-gov,11,Other-service,Male,0,0,45,high
61,Self-emp-inc,13,Sales,Female,0,0,30,low
35,Private,13,Prof-specialty,Male,0,1977,48,high
35,Private,10,Craft-repair,Male,0,0,40,low
32,State-gov,10,Tech-support,Female,0,0,20,low
33,Private,10,Craft-repair,Male,0,0,40,high
23,Private,13,Adm-clerical,Female,0,0,40,low
33,Private,9,Exec-managerial,Female,0,0,42,high
23,Private,4,Craft-repair,Male,0,0,36,low
27,Private,13,Prof-specialty,Female,0,0,33,low
54,Private,10,Other-service,Male,0,0,28,low
43,Private,14,Prof-specialty,Male,0,0,55,low
26,Local-gov,9,Protective-serv,Male,0,0,50,high
68,Self-emp-not-inc,7,Farming-fishing,Male,0,0,20,low
32,Private,13,Exec-managerial,Female,0,0,60,low
33,Private,9,Handlers-cleaners,Male,0,0,20,low
66,Self-emp-not-inc,6,Exec-managerial,Male,0,0,30,low
20,Private,10,Transport-moving,Female,0,0,40,low
67,Local-gov,9,Protective-serv,Male,0,0,20,low
40,Private,10,Machine-op-inspct,Male,0,0,40,high
65,Private,9,Sales,Female,0,0,24,low
47,Private,14,Prof-specialty,Female,0,0,40,high
35,Private,6,Other-service,Male,0,0,60,low
56,Private,9,Craft-repair,Male,0,0,40,low
31,?,10,?,Female,0,0,40,low
40,Local-gov,8,Exec-managerial,Male,0,0,40,low
43,Local-gov,14,Exec-managerial,Male,0,1977,60,high
56,Private,10,Transport-moving,Male,0,0,60,low
54,Local-gov,13,Exec-managerial,Male,0,0,40,low
36,Self-emp-inc,10,Exec-managerial,Male,0,0,30,high
38,Private,10,Exec-managerial,Male,0,0,50,high
32,Self-emp-not-inc,9,Farming-fishing,Male,0,0,60,low
65,Private,9,Adm-clerical,Female,0,0,22,low
44,Private,5,Machine-op-inspct,Male,0,0,40,low
41,Private,9,Machine-op-inspct,Female,0,0,40,low
30,Private,9,Adm-clerical,Male,0,0,40,low
26,Private,13,Prof-specialty,Male,0,0,45,low
30,Local-gov,14,Prof-specialty,Male,0,0,50,low
65,Private,9,Exec-managerial,Male,0,0,40,high
30,?,11,?,Male,0,0,30,low
46,Self-emp-inc,8,Craft-repair,Male,0,0,45,low
68,Private,6,Other-service,Female,0,0,20,low
41,Private,9,Craft-repair,Male,0,0,40,low
73,Private,13,Prof-specialty,Male,0,0,30,low
34,Private,9,Other-service,Male,0,0,30,low
52,?,9,?,Male,0,1579,30,low
18,?,10,?,Male,0,0,40,low
29,Private,10,Handlers-cleaners,Female,0,0,36,low
53,Private,9,Prof-specialty,Male,0,0,43,high
37,Private,9,Transport-moving,Male,0,0,40,low
62,Private,13,Exec-managerial,Male,0,0,50,high
40,Private,10,Exec-managerial,Male,0,0,40,low
56,State-gov,9,Adm-clerical,Female,0,0,35,low
32,Self-emp-not-inc,10,Other-service,Female,0,0,40,low
42,Private,9,Exec-managerial,Female,0,0,40,low
53,Private,13,Exec-managerial,Male,0,1902,40,high
33,Private,10,Prof-specialty,Male,0,0,40,low
38,Private,13,Tech-support,Male,0,0,40,high
25,Private,9,Sales,Female,0,0,30,low
48,Self-emp-not-inc,13,Sales,Male,0,0,60,low
69,Private,9,Craft-repair,Male,0,0,16,low
29,Local-gov,11,Protective-serv,Male,0,0,56,low
31,Private,11,Tech-support,Female,0,0,38,high
37,Local-gov,9,Handlers-cleaners,Male,0,0,40,low
26,?,10,?,Female,0,0,20,low
80,Self-emp-not-inc,4,Farming-fishing,Male,0,0,35,low
47,Private,9,Adm-clerical,Male,0,0,40,low
23,Private,9,Other-service,Female,0,0,40,low
38,Self-emp-not-inc,9,Farming-fishing,Male,0,0,60,low
34,Self-emp-inc,9,Craft-repair,Male,0,0,40,low
31,Private,9,Craft-repair,Male,0,1848,40,high
64,Private,16,Prof-specialty,Male,0,0,60,high
53,Local-gov,14,Prof-specialty,Female,0,0,35,high
25,Private,10,Adm-clerical,Female,0,0,40,low
54,Private,9,Sales,Male,0,1848,40,high
57,Self-emp-inc,13,Exec-managerial,Male,0,0,50,high
55,Local-gov,14,Prof-specialty,Male,0,0,50,high
18,?,10,?,Female,0,0,24,low
53,Private,10,Exec-managerial,Male,0,0,40,low
64,?,7,?,Male,0,0,40,low
33,Private,5,Transport-moving,Male,0,0,40,low
46,Self-emp-not-inc,13,Farming-fishing,Male,0,0,60,low
31,Private,9,Machine-op-inspct,Male,0,0,40,high
19,Private,8,Other-service,Male,0,0,25,low
31,Private,9,Exec-managerial,Male,0,0,40,low
51,Self-emp-not-inc,8,Other-service,Male,0,0,99,low
44,Self-emp-not-inc,9,Farming-fishing,Male,0,0,50,low
40,Private,10,Sales,Female,0,0,40,low
18,Private,9,Sales,Female,0,0,35,low
29,Local-gov,10,Protective-serv,Male,0,0,48,low
26,Private,9,Sales,Male,0,0,48,low
52,Private,9,Craft-repair,Male,15024,0,40,high
20,Private,10,Sales,Male,0,0,30,low
33,Private,16,Prof-specialty,Male,0,0,45,high
50,Self-emp-not-inc,9,Farming-fishing,Male,0,0,40,low
32,Private,12,Tech-support,Male,0,0,42,high
21,?,9,?,Female,0,0,40,low
51,Self-emp-not-inc,13,Sales,Male,15024,0,50,high
30,Private,9,Craft-repair,Male,0,0,55,low
30,Private,10,Adm-clerical,Female,0,0,40,low
52,Self-emp-inc,9,Sales,Male,0,0,40,high
50,Private,9,Machine-op-inspct,Female,0,0,40,low
40,Private,9,Adm-clerical,Female,0,0,46,high
58,Private,13,Prof-specialty,Male,0,0,99,low
33,Private,9,Handlers-cleaners,Male,0,0,40,low
19,Private,9,Sales,Male,0,0,20,low
66,Local-gov,9,Transport-moving,Female,0,0,40,low
46,Self-emp-inc,10,Exec-managerial,Male,0,0,40,high
40,Local-gov,13,Prof-specialty,Male,0,2051,30,low
21,Private,10,Sales,Male,0,0,43,low
24,Private,8,Transport-moving,Male,0,0,55,low
35,Private,9,Machine-op-inspct,Male,0,0,40,low
62,?,9,?,Male,0,0,24,low
29,Local-gov,9,Protective-serv,Female,0,0,40,low
38,Private,10,Sales,Male,0,0,50,high
75,Self-emp-inc,9,Sales,Male,0,0,35,high
20,Private,9,Sales,Male,0,0,40,low
46,Private,15,Prof-specialty,Male,0,0,40,high
40,Private,10,Handlers-cleaners,Male,0,0,40,low
38,Self-emp-inc,12,Exec-managerial,Male,0,0,45,low
43,Local-gov,12,Tech-support,Male,0,0,43,low
19,Private,8,Handlers-cleaners,Male,0,0,40,low
42,Self-emp-not-inc,13,Exec-managerial,Male,0,0,45,low
57,Private,10,Sales,Female,0,0,48,low
36,Private,9,Other-service,Female,0,0,40,low
24,Private,13,Prof-specialty,Male,0,0,30,low
55,Self-emp-not-inc,9,Craft-repair,Male,0,0,55,low
29,Private,8,Handlers-cleaners,Male,0,0,40,low
47,Private,11,Sales,Male,0,0,50,low
29,Local-gov,14,Prof-specialty,Female,0,0,35,low
21,Private,10,Sales,Female,0,0,20,low
44,Federal-gov,15,Prof-specialty,Male,0,0,40,high
48,Private,7,Other-service,Female,0,0,31,low
71,Private,13,Exec-managerial,Female,0,0,40,low
42,Private,10,Craft-repair,Male,0,0,60,high
46,Private,10,Craft-repair,Male,0,0,40,high
22,Private,13,Prof-specialty,Female,0,0,40,low
50,Private,13,Prof-specialty,Female,0,0,50,high
28,Private,10,Transport-moving,Female,0,0,45,low
32,Local-gov,13,Prof-specialty,Female,0,0,50,high
47,Self-emp-not-inc,10,Sales,Male,0,0,40,low
18,Private,8,Priv-house-serv,Male,0,0,40,low
66,Local-gov,11,Prof-specialty,Female,0,0,20,low
41,Private,13,Tech-support,Male,0,0,40,high
65,?,9,?,Female,0,0,40,low
47,Private,13,Sales,Male,0,0,40,high
55,Private,10,Transport-moving,Male,0,0,60,low
29,Private,15,Prof-specialty,Male,7298,0,48,high
35,Private,9,Handlers-cleaners,Male,0,0,40,high
44,Private,9,Handlers-cleaners,Female,0,0,40,low
32,Private,9,Transport-moving,Male,0,0,84,high
24,Private,13,Prof-specialty,Female,0,0,40,low
59,Self-emp-not-inc,9,Prof-specialty,Male,0,0,20,low
33,Local-gov,13,Adm-clerical,Female,1055,0,40,low
24,Private,13,Sales,Female,0,0,40,low
28,Private,9,Exec-managerial,Male,0,0,40,low
60,Private,3,Craft-repair,Male,0,0,45,low
30,Private,10,Craft-repair,Male,0,0,40,low
29,Private,9,Other-service,Female,0,0,40,low
37,Private,13,Prof-specialty,Male,0,0,50,high
23,Private,9,Adm-clerical,Female,0,0,30,low
37,Private,9,Farming-fishing,Male,0,0,40,low
36,Private,10,Sales,Female,0,0,38,low
38,Private,9,Farming-fishing,Male,0,0,50,low
29,Self-emp-not-inc,9,Craft-repair,Male,0,0,40,low
27,Private,9,Adm-clerical,Female,0,0,40,low
46,?,13,?,Female,0,0,8,low
31,Federal-gov,13,Adm-clerical,Male,0,0,40,low
20,?,10,?,Female,0,0,10,low
21,Private,9,Other-service,Female,0,0,20,low
35,Private,6,Other-service,Female,0,0,38,low
23,Private,7,Handlers-cleaners,Male,0,0,40,low
31,Private,13,Prof-specialty,Male,0,0,40,high
24,Private,13,Craft-repair,Female,0,0,40,low
34,Private,13,Sales,Male,0,0,38,low
69,Self-emp-not-inc,15,Prof-specialty,Male,0,0,40,high
31,Private,10,Other-service,Male,0,0,45,low
60,Private,7,Transport-moving,Male,0,0,40,low
29,Private,9,Machine-op-inspct,Male,0,0,40,low
39,Private,9,Adm-clerical,Female,0,0,40,low
33,Private,5,Machine-op-inspct,Male,0,0,35,low
20,Self-emp-inc,10,Handlers-cleaners,Female,0,0,40,low
47,Private,7,Craft-repair,Male,7298,0,40,high
52,Private,9,Craft-repair,Male,0,0,40,high
46,Private,13,Prof-specialty,Male,3103,0,40,high
17,Private,7,Handlers-cleaners,Male,2176,0,18,low
46,Self-emp-not-inc,13,Sales,Male,0,0,45,high
39,Self-emp-inc,13,Exec-managerial,Male,7298,0,40,high
57,Private,9,Adm-clerical,Female,0,0,40,low
37,Private,10,Tech-support,Male,0,0,40,high
49,Federal-gov,10,Exec-managerial,Male,0,0,40,low
42,Private,11,Adm-clerical,Female,0,0,60,low
21,?,10,?,Male,0,0,40,low
51,Self-emp-not-inc,16,Sales,Male,0,0,50,high
37,State-gov,14,Prof-specialty,Male,0,0,60,high
39,Private,9,Craft-repair,Male,0,0,40,low
19,Private,4,Machine-op-inspct,Male,0,0,40,low
25,?,12,?,Female,0,0,80,low
26,Private,13,Other-service,Male,0,0,45,high
22,Private,9,Handlers-cleaners,Male,0,0,40,low
20,?,9,?,Female,0,0,40,low
27,Private,10,Machine-op-inspct,Male,0,1651,40,low
42,Private,14,Prof-specialty,Male,0,1902,50,high
47,Private,9,Exec-managerial,Male,0,0,55,high
39,Private,9,Machine-op-inspct,Male,0,0,40,high
67,Private,5,Adm-clerical,Female,0,0,20,low
53,Local-gov,15,Prof-specialty,Female,0,0,50,low
36,Private,13,Adm-clerical,Female,0,0,50,low
28,?,10,?,Female,0,0,40,low
63,Self-emp-not-inc,10,Exec-managerial,Male,0,0,35,low
20,Private,10,Adm-clerical,Female,0,0,35,low
34,Private,9,Other-service,Male,0,0,30,low
27,Self-emp-not-inc,9,Farming-fishing,Male,0,0,50,low
22,State-gov,10,Prof-specialty,Male,0,0,15,low
37,Private,9,Machine-op-inspct,Male,0,1848,48,high
49,Local-gov,13,Prof-specialty,Female,0,0,50,low
21,Self-emp-inc,9,Farming-fishing,Male,0,0,40,low
53,Private,14,Exec-managerial,Male,15024,0,55,high
47,Private,9,Machine-op-inspct,Male,0,0,40,low
51,Private,10,Craft-repair,Male,0,0,48,high
69,Self-emp-inc,12,Sales,Male,0,0,40,high
33,Private,13,Adm-clerical,Male,0,0,40,low
34,Private,13,Exec-managerial,Male,0,0,40,low
26,Private,10,Sales,Male,0,0,18,low
29,Private,13,Sales,Male,8614,0,50,high
27,Private,10,Machine-op-inspct,Male,0,0,40,low
22,Private,9,Craft-repair,Male,0,0,40,low
21,Private,10,Adm-clerical,Female,0,0,29,low
45,Private,15,Exec-managerial,Male,0,0,40,high
55,Local-gov,9,Craft-repair,Male,4386,0,40,high
46,Private,14,Prof-specialty,Male,15024,0,50,high
68,?,10,?,Male,0,0,20,low
18,Private,7,Handlers-cleaners,Male,0,0,40,low
29,Private,9,Craft-repair,Male,0,0,40,low
27,Private,13,Sales,Male,0,1876,50,low
22,Private,11,Sales,Female,0,0,25,low
39,Private,10,Sales,Male,0,0,26,low
47,State-gov,13,Prof-specialty,Male,0,0,35,high
38,Private,9,Other-service,Female,0,0,32,low
37,Private,13,Exec-managerial,Male,15024,0,40,high
20,?,9,?,Male,0,0,40,low
30,Private,10,Tech-support,Male,0,0,50,high
30,Private,10,Transport-moving,Male,0,0,40,low
37,Private,9,Exec-managerial,Female,0,0,50,low
31,Private,13,Exec-managerial,Female,0,0,40,low
45,Private,11,Handlers-cleaners,Female,0,0,40,low
21,?,10,?,Male,0,0,30,low
42,Private,9,Craft-repair,Male,0,0,40,high
47,Private,9,Exec-managerial,Male,0,0,40,high
47,Local-gov,10,Adm-clerical,Female,0,0,40,low
26,Private,9,Other-service,Male,0,0,60,low
23,State-gov,10,Adm-clerical,Male,0,0,25,low
60,Private,9,Adm-clerical,Female,0,0,38,low
43,Private,6,Other-service,Female,0,0,40,low
23,Private,9,Adm-clerical,Female,0,0,40,low
28,Private,7,Handlers-cleaners,Male,0,0,40,low
46,Private,9,Transport-moving,Male,0,1590,48,low
31,Private,9,Other-service,Male,0,0,40,low
19,Private,8,Handlers-cleaners,Male,0,0,20,low
37,Private,14,Exec-managerial,Male,0,2415,60,high
37,Private,9,Craft-repair,Male,0,0,40,low
36,Private,4,Machine-op-inspct,Female,0,0,40,low
47,State-gov,12,Transport-moving,Male,0,0,40,low
30,Private,13,Prof-specialty,Male,0,0,50,high
62,Private,4,Protective-serv,Male,0,0,40,low
29,Private,13,Prof-specialty,Female,0,0,40,low
20,?,10,?,Male,0,0,40,low
31,Private,10,Sales,Male,0,0,60,high
25,Private,9,Craft-repair,Male,0,0,40,low
47,Local-gov,7,Handlers-cleaners,Male,0,0,50,low
46,Private,10,Sales,Male,0,1887,40,high
32,Local-gov,12,Craft-repair,Male,0,0,40,high
45,Private,10,Sales,Female,0,0,40,low
35,Private,9,Handlers-cleaners,Male,0,0,40,low
56,State-gov,13,Prof-specialty,Male,0,1902,48,high
25,Private,12,Sales,Male,0,0,40,low
41,Private,10,Adm-clerical,Female,0,0,40,low
36,Private,10,Exec-managerial,Male,0,0,45,low
30,Private,9,Transport-moving,Male,0,0,40,low
48,Private,13,Prof-specialty,Male,15024,0,45,high
21,State-gov,10,Other-service,Female,0,0,25,low
41,Private,9,Sales,Female,0,0,50,low
34,Private,9,Machine-op-inspct,Male,0,0,40,low
46,Private,14,Adm-clerical,Male,0,0,60,low
26,State-gov,13,Adm-clerical,Female,0,0,20,low
22,Private,9,Handlers-cleaners,Male,0,0,16,low
41,Self-emp-not-inc,11,Farming-fishing,Male,0,0,60,low
44,Private,13,Prof-specialty,Male,0,0,40,high
21,Private,11,Adm-clerical,Female,0,0,12,low
26,Private,13,Adm-clerical,Female,0,0,40,low
22,Private,3,Machine-op-inspct,Female,0,0,40,low
63,?,9,?,Male,0,0,55,high
39,Self-emp-inc,5,Exec-managerial,Male,0,1651,40,low
39,Private,14,Exec-managerial,Male,0,0,45,high
43,Private,9,Tech-support,Male,0,0,40,high
43,Private,3,Machine-op-inspct,Male,0,0,40,low
35,Self-emp-inc,10,Sales,Male,0,0,60,high
36,Local-gov,7,Prof-specialty,Female,0,0,30,low
22,State-gov,10,Adm-clerical,Female,0,0,15,low
20,Private,10,Adm-clerical,Female,0,0,40,low
42,Private,13,Other-service,Male,0,0,60,low
23,Private,10,Other-service,Female,0,0,25,low
18,Private,7,Sales,Female,0,0,20,low
78,?,9,?,Male,0,0,16,low
18,Private,9,Tech-support,Female,0,0,10,low
42,Private,9,Adm-clerical,Male,0,0,52,low
29,Federal-gov,13,Prof-specialty,Male,0,0,40,low
66,Self-emp-not-inc,9,Craft-repair,Male,0,0,20,low
33,Local-gov,12,Adm-clerical,Male,0,0,40,low
17,Private,6,Other-service,Male,0,0,14,low
29,Private,10,Tech-support,Male,0,0,40,low
22,Private,12,Prof-specialty,Female,0,0,40,low
58,Private,9,Adm-clerical,Female,0,0,45,low
74,Private,10,Sales,Male,0,0,20,high
57,Private,13,Sales,Male,0,0,55,high
21,?,10,?,Female,0,0,35,low
34,Private,12,Craft-repair,Male,0,0,60,low
36,Self-emp-not-inc,9,Craft-repair,Male,0,0,35,low
61,?,4,?,Female,0,0,40,low
44,Self-emp-not-inc,9,Exec-managerial,Female,0,0,60,low
32,Private,12,Prof-specialty,Male,0,0,40,low
50,Private,9,Prof-specialty,Female,0,0,16,low
32,Private,9,Adm-clerical,Female,0,0,40,low
59,Private,9,Machine-op-inspct,Male,0,0,30,low
41,Local-gov,10,Exec-managerial,Male,0,0,40,low
59,Private,5,Other-service,Female,0,0,40,low
20,Private,9,Handlers-cleaners,Male,0,0,43,low
43,Private,10,Prof-specialty,Female,0,0,6,low
35,?,7,?,Male,0,2603,40,low
46,Private,14,Prof-specialty,Male,0,0,40,low
34,Private,10,Adm-clerical,Male,0,0,40,high
22,Private,10,Adm-clerical,Female,0,0,20,low
32,Private,9,Craft-repair,Male,0,0,50,low
22,Private,9,Other-service,Female,0,0,40,low
21,Private,10,Other-service,Male,0,0,35,low
31,Private,9,Transport-moving,Male,0,0,40,low
22,Private,11,Sales,Male,0,0,45,low
62,Private,9,Adm-clerical,Female,0,0,38,low
43,Private,9,Other-service,Female,4101,0,40,low
41,Private,13,Other-service,Male,0,0,37,low
39,Private,10,Exec-managerial,Male,0,0,45,low
59,Self-emp-not-inc,15,Prof-specialty,Male,0,0,35,high
23,?,10,?,Female,0,1719,30,low
30,Private,9,Craft-repair,Male,0,0,42,low
44,State-gov,9,Other-service,Female,0,0,15,low
27,Private,9,Machine-op-inspct,Female,0,0,40,low
42,Self-emp-not-inc,10,Prof-specialty,Female,0,0,25,low
50,Local-gov,9,Transport-moving,Male,0,0,40,low
50,Self-emp-not-inc,14,Exec-managerial,Male,0,0,20,low
59,Federal-gov,9,Craft-repair,Male,0,0,40,high
40,Local-gov,10,Protective-serv,Male,7298,0,40,high
39,Private,9,Exec-managerial,Male,0,0,80,high
17,Private,7,Priv-house-serv,Female,0,0,25,low
44,Private,12,Exec-managerial,Male,0,0,60,high
55,Federal-gov,9,Transport-moving,Male,0,0,40,low
35,Self-emp-inc,14,Adm-clerical,Male,0,0,50,low
33,Private,4,Other-service,Female,0,0,14,low
25,Private,2,Priv-house-serv,Female,0,0,40,low
40,Private,10,Adm-clerical,Male,0,0,40,high
51,State-gov,16,Prof-specialty,Male,0,0,70,high
58,Self-emp-inc,10,Exec-managerial,Male,7298,0,60,high
34,Private,8,Other-service,Male,0,0,40,low
39,Federal-gov,13,Adm-clerical,Female,0,0,40,low
42,Private,9,Sales,Male,0,0,60,high
35,?,10,?,Male,0,0,30,low
18,?,7,?,Male,0,0,36,low
43,Private,10,Transport-moving,Male,0,0,45,low
45,Private,9,Other-service,Female,0,0,40,low
41,Private,9,Adm-clerical,Male,0,0,40,low
20,Private,10,Prof-specialty,Male,0,0,25,low
34,Private,4,Priv-house-serv,Female,0,0,30,low
21,Private,9,Farming-fishing,Male,0,0,50,low
39,Private,14,Prof-specialty,Female,0,1902,18,high
27,?,10,?,Female,0,0,40,low
37,Private,5,Other-service,Male,3137,0,40,low
61,?,16,?,Female,0,0,5,low
18,Private,7,Craft-repair,Male,0,0,25,low
35,Private,9,Other-service,Female,0,1594,40,low
28,Self-emp-inc,11,Sales,Male,0,0,60,low
60,Private,4,Transport-moving,Male,0,0,48,high
53,Private,11,Exec-managerial,Male,0,0,40,high
67,Private,13,Exec-managerial,Male,0,0,45,low
58,Self-emp-not-inc,9,Farming-fishing,Male,0,0,60,low
17,Private,7,Sales,Female,0,0,15,low
19,Private,9,Farming-fishing,Female,0,0,40,low
50,Local-gov,15,Adm-clerical,Male,0,0,40,high
18,Private,9,Sales,Female,0,0,20,low
27,Private,6,Craft-repair,Male,0,0,55,low
50,Private,9,Transport-moving,Male,0,0,40,high
54,Private,9,Handlers-cleaners,Male,0,0,40,low
52,Private,10,Adm-clerical,Female,0,0,35,high
23,Private,13,Adm-clerical,Female,0,0,20,low
50,Private,14,Sales,Male,0,0,40,low
18,Private,9,Sales,Female,0,0,36,low
45,Local-gov,13,Prof-specialty,Male,0,0,37,low
58,Local-gov,10,Adm-clerical,Female,0,0,55,low
20,Private,10,Other-service,Female,0,0,37,low
19,Private,10,Adm-clerical,Female,0,0,24,low
48,Local-gov,10,Exec-managerial,Female,5178,0,40,high
26,Private,10,Sales,Female,0,0,37,low
31,Private,9,Craft-repair,Male,0,0,45,low
25,Private,9,Craft-repair,Male,0,0,40,low
24,Private,10,Sales,Female,0,0,45,low
23,Private,10,Machine-op-inspct,Male,0,0,30,low
63,Private,13,Craft-repair,Male,0,0,49,low
35,Private,9,Sales,Male,0,0,40,low
44,Self-emp-inc,9,Transport-moving,Male,0,0,96,low
53,Private,10,Tech-support,Male,0,0,40,low
49,Private,9,Machine-op-inspct,Female,0,0,40,low
